year,species,length_wet_cm,weight_wet_grams,weight_froz_grams,length_frozen_cm,,,,,,,,,,,,,,,,,
2003,Coho,252,198,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,238,158,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,311,368,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,257,212,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,542,1840,0,0,,,,,,,,,,,,,,,,,
2003,Pink,501,1450,0,0,,,,,,,,,,,,,,,,,
2003,Pink,493,1368,0,0,,,,,,,,,,,,,,,,,
2003,Pink,501,1450,0,0,,,,,,,,,,,,,,,,,
2003,Pink,493,1368,0,0,,,,,,,,,,,,,,,,,
2003,Pink,542,1840,0,0,,,,,,,,,,,,,,,,,
2003,Pink,138,26,25,138,,,,,,,,,,,,,,,,,
2003,Pink,149,34,32,148,,,,,,,,,,,,,,,,,
2003,Pink,144,26,27,139,,,,,,,,,,,,,,,,,
2003,Pink,150,32,32,149,,,,,,,,,,,,,,,,,
2003,Pink,142,24,25,138,,,,,,,,,,,,,,,,,
2003,Pink,157,34,33,150,,,,,,,,,,,,,,,,,
2003,Pink,158,36,36,154,,,,,,,,,,,,,,,,,
2003,Pink,146,26,26,142,,,,,,,,,,,,,,,,,
2003,Pink,156,32,32,149,,,,,,,,,,,,,,,,,
2003,Pink,146,26,26,142,,,,,,,,,,,,,,,,,
2003,Pink,138,26,25,138,,,,,,,,,,,,,,,,,
2003,Pink,158,36,36,154,,,,,,,,,,,,,,,,,
2003,Pink,143,28,27,141,,,,,,,,,,,,,,,,,
2003,Pink,157,34,33,150,,,,,,,,,,,,,,,,,
2003,Pink,143,28,27,141,,,,,,,,,,,,,,,,,
2003,Pink,142,24,25,138,,,,,,,,,,,,,,,,,
2003,Pink,150,32,32,149,,,,,,,,,,,,,,,,,
2003,Pink,144,26,27,139,,,,,,,,,,,,,,,,,
2003,Pink,149,34,32,148,,,,,,,,,,,,,,,,,
2003,Sockeye,101,10,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,200,82,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,155,34,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,171,50,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,176,52,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,190,68,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,149,36,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,136,24,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,155,34,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,126,18,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,101,10,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,186,64,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,171,50,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,200,82,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,176,52,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,190,68,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,149,36,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,136,24,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,126,18,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,430,974,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,387,680,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,387,736,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,404,830,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,493,1436,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,414,842,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,395,730,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,428,962,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,395,730,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,405,800,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,428,962,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,414,842,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,493,1436,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,404,830,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,387,736,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,387,680,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,405,800,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,430,974,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,129,22,22,129,,,,,,,,,,,,,,,,,
2003,Chum,142,28,29,142,,,,,,,,,,,,,,,,,
2003,Chum,147,34,34,145,,,,,,,,,,,,,,,,,
2003,Chum,170,54,53,170,,,,,,,,,,,,,,,,,
2003,Chum,140,28,27,139,,,,,,,,,,,,,,,,,
2003,Chum,145,28,28,143,,,,,,,,,,,,,,,,,
2003,Chum,135,30,30,130,,,,,,,,,,,,,,,,,
2003,Chum,131,24,23,135,,,,,,,,,,,,,,,,,
2003,Chum,139,28,28,143,,,,,,,,,,,,,,,,,
2003,Chum,168,50,50,168,,,,,,,,,,,,,,,,,
2003,Chum,144,30,30,142,,,,,,,,,,,,,,,,,
2003,Chum,150,38,38,149,,,,,,,,,,,,,,,,,
2003,Chum,120,18,17,120,,,,,,,,,,,,,,,,,
2003,Chum,144,30,29,145,,,,,,,,,,,,,,,,,
2003,Chum,139,28,28,138,,,,,,,,,,,,,,,,,
2003,Chum,142,30,30,141,,,,,,,,,,,,,,,,,
2003,Chum,168,46,46,167,,,,,,,,,,,,,,,,,
2003,Chum,137,26,25,131,,,,,,,,,,,,,,,,,
2003,Chum,149,32,31,148,,,,,,,,,,,,,,,,,
2003,Chum,141,28,29,142,,,,,,,,,,,,,,,,,
2003,Chum,143,32,31,142,,,,,,,,,,,,,,,,,
2003,Chum,147,32,32,148,,,,,,,,,,,,,,,,,
2003,Chum,157,44,43,159,,,,,,,,,,,,,,,,,
2003,Chum,143,28,27,139,,,,,,,,,,,,,,,,,
2003,Chum,158,38,37,157,,,,,,,,,,,,,,,,,
2003,Chum,142,28,28,140,,,,,,,,,,,,,,,,,
2003,Chum,136,26,25,134,,,,,,,,,,,,,,,,,
2003,Chum,131,22,22,129,,,,,,,,,,,,,,,,,
2003,Chum,120,16,16,119,,,,,,,,,,,,,,,,,
2003,Chum,135,24,23,133,,,,,,,,,,,,,,,,,
2003,Chum,131,20,21,131,,,,,,,,,,,,,,,,,
2003,Chum,150,30,30,148,,,,,,,,,,,,,,,,,
2003,Chum,151,34,35,148,,,,,,,,,,,,,,,,,
2003,Chum,142,30,31,140,,,,,,,,,,,,,,,,,
2003,Chum,164,48,48,165,,,,,,,,,,,,,,,,,
2003,Chum,159,40,39,160,,,,,,,,,,,,,,,,,
2003,Chum,131,20,21,131,,,,,,,,,,,,,,,,,
2003,Chum,145,34,34,142,,,,,,,,,,,,,,,,,
2003,Chum,141,26,27,137,,,,,,,,,,,,,,,,,
2003,Chum,150,34,34,146,,,,,,,,,,,,,,,,,
2003,Chum,151,36,35,150,,,,,,,,,,,,,,,,,
2003,Chum,143,32,31,142,,,,,,,,,,,,,,,,,
2003,Chum,155,38,38,149,,,,,,,,,,,,,,,,,
2003,Chum,145,30,30,148,,,,,,,,,,,,,,,,,
2003,Chum,145,28,28,143,,,,,,,,,,,,,,,,,
2003,Chum,146,34,33,145,,,,,,,,,,,,,,,,,
2003,Chum,155,38,38,154,,,,,,,,,,,,,,,,,
2003,Chum,151,38,38,149,,,,,,,,,,,,,,,,,
2003,Chum,150,32,32,150,,,,,,,,,,,,,,,,,
2003,Chum,152,36,36,148,,,,,,,,,,,,,,,,,
2003,Chum,150,34,34,151,,,,,,,,,,,,,,,,,
2003,Chum,136,26,25,134,,,,,,,,,,,,,,,,,
2003,Chum,135,24,23,133,,,,,,,,,,,,,,,,,
2003,Chum,120,16,16,119,,,,,,,,,,,,,,,,,
2003,Chum,142,28,28,140,,,,,,,,,,,,,,,,,
2003,Chum,159,40,39,160,,,,,,,,,,,,,,,,,
2003,Chum,131,22,22,129,,,,,,,,,,,,,,,,,
2003,Chum,155,38,38,154,,,,,,,,,,,,,,,,,
2003,Chum,146,34,33,145,,,,,,,,,,,,,,,,,
2003,Chum,145,28,28,143,,,,,,,,,,,,,,,,,
2003,Chum,145,30,30,148,,,,,,,,,,,,,,,,,
2003,Chum,155,38,38,149,,,,,,,,,,,,,,,,,
2003,Chum,143,32,31,142,,,,,,,,,,,,,,,,,
2003,Chum,151,36,35,150,,,,,,,,,,,,,,,,,
2003,Chum,150,34,34,146,,,,,,,,,,,,,,,,,
2003,Chum,141,26,27,137,,,,,,,,,,,,,,,,,
2003,Chum,150,32,32,150,,,,,,,,,,,,,,,,,
2003,Chum,150,30,30,148,,,,,,,,,,,,,,,,,
2003,Chum,152,36,36,148,,,,,,,,,,,,,,,,,
2003,Chum,150,34,34,151,,,,,,,,,,,,,,,,,
2003,Chum,142,30,31,140,,,,,,,,,,,,,,,,,
2003,Chum,151,34,35,148,,,,,,,,,,,,,,,,,
2003,Chum,145,34,34,142,,,,,,,,,,,,,,,,,
2003,Chum,144,30,30,142,,,,,,,,,,,,,,,,,
2003,Chum,158,38,37,157,,,,,,,,,,,,,,,,,
2003,Chum,157,44,43,159,,,,,,,,,,,,,,,,,
2003,Chum,143,32,31,142,,,,,,,,,,,,,,,,,
2003,Chum,141,28,29,142,,,,,,,,,,,,,,,,,
2003,Chum,129,22,22,129,,,,,,,,,,,,,,,,,
2003,Chum,149,32,31,148,,,,,,,,,,,,,,,,,
2003,Chum,147,34,34,145,,,,,,,,,,,,,,,,,
2003,Chum,137,26,25,131,,,,,,,,,,,,,,,,,
2003,Chum,142,28,29,142,,,,,,,,,,,,,,,,,
2003,Chum,142,30,30,141,,,,,,,,,,,,,,,,,
2003,Chum,151,38,38,149,,,,,,,,,,,,,,,,,
2003,Chum,150,38,38,149,,,,,,,,,,,,,,,,,
2003,Chum,168,50,50,168,,,,,,,,,,,,,,,,,
2003,Chum,139,28,28,143,,,,,,,,,,,,,,,,,
2003,Chum,131,24,23,135,,,,,,,,,,,,,,,,,
2003,Chum,135,30,30,130,,,,,,,,,,,,,,,,,
2003,Chum,145,28,28,143,,,,,,,,,,,,,,,,,
2003,Chum,140,28,27,139,,,,,,,,,,,,,,,,,
2003,Chum,170,54,53,170,,,,,,,,,,,,,,,,,
2003,Chum,164,48,48,165,,,,,,,,,,,,,,,,,
2003,Chum,139,28,28,138,,,,,,,,,,,,,,,,,
2003,Chum,168,46,46,167,,,,,,,,,,,,,,,,,
2003,Chum,144,30,29,145,,,,,,,,,,,,,,,,,
2003,Chum,120,18,17,120,,,,,,,,,,,,,,,,,
2003,Chum,147,32,32,148,,,,,,,,,,,,,,,,,
2003,Chum,143,28,27,139,,,,,,,,,,,,,,,,,
2003,Coho,301,324,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,254,190,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,267,222,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,212,114,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,245,186,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,286,310,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,244,168,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,267,228,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,213,106,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,262,200,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,254,190,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,262,200,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,213,106,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,267,228,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,244,168,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,286,310,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,245,186,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,267,222,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,301,324,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,212,114,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,512,1492,0,0,,,,,,,,,,,,,,,,,
2003,Pink,456,984,0,0,,,,,,,,,,,,,,,,,
2003,Pink,535,1700,0,0,,,,,,,,,,,,,,,,,
2003,Pink,537,1662,0,0,,,,,,,,,,,,,,,,,
2003,Pink,504,1492,0,0,,,,,,,,,,,,,,,,,
2003,Pink,490,1298,0,0,,,,,,,,,,,,,,,,,
2003,Pink,518,1674,0,0,,,,,,,,,,,,,,,,,
2003,Pink,485,1252,0,0,,,,,,,,,,,,,,,,,
2003,Pink,512,1492,0,0,,,,,,,,,,,,,,,,,
2003,Pink,456,984,0,0,,,,,,,,,,,,,,,,,
2003,Pink,535,1700,0,0,,,,,,,,,,,,,,,,,
2003,Pink,537,1662,0,0,,,,,,,,,,,,,,,,,
2003,Pink,504,1492,0,0,,,,,,,,,,,,,,,,,
2003,Pink,490,1298,0,0,,,,,,,,,,,,,,,,,
2003,Pink,518,1674,0,0,,,,,,,,,,,,,,,,,
2003,Pink,485,1252,0,0,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,26,139,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,30,142,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,18,120,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,147,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,20,128,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,148,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,35,148,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,74,190,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,133,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,137,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,21,131,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,145,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,146,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,33,150,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,18,122,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,122,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,136,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,145,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,123,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,149,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,38,155,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,26,137,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,17,121,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,28,141,,,,,,,,,,,,,,,,,
2003,Pink,150,30,30,147,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,147,,,,,,,,,,,,,,,,,
2003,Pink,172,52,51,167,,,,,,,,,,,,,,,,,
2003,Pink,139,24,23,130,,,,,,,,,,,,,,,,,
2003,Pink,143,28,27,142,,,,,,,,,,,,,,,,,
2003,Pink,158,38,37,157,,,,,,,,,,,,,,,,,
2003,Pink,128,18,18,126,,,,,,,,,,,,,,,,,
2003,Pink,156,34,35,151,,,,,,,,,,,,,,,,,
2003,Pink,160,36,35,155,,,,,,,,,,,,,,,,,
2003,Pink,129,20,20,128,,,,,,,,,,,,,,,,,
2003,Pink,141,28,28,138,,,,,,,,,,,,,,,,,
2003,Pink,161,38,37,157,,,,,,,,,,,,,,,,,
2003,Pink,138,26,25,138,,,,,,,,,,,,,,,,,
2003,Pink,147,32,32,141,,,,,,,,,,,,,,,,,
2003,Pink,156,38,38,152,,,,,,,,,,,,,,,,,
2003,Pink,135,22,21,128,,,,,,,,,,,,,,,,,
2003,Pink,131,22,21,127,,,,,,,,,,,,,,,,,
2003,Pink,134,24,23,131,,,,,,,,,,,,,,,,,
2003,Pink,123,16,15,117,,,,,,,,,,,,,,,,,
2003,Pink,143,26,26,140,,,,,,,,,,,,,,,,,
2003,Pink,145,30,29,142,,,,,,,,,,,,,,,,,
2003,Pink,155,38,38,152,,,,,,,,,,,,,,,,,
2003,Pink,123,18,17,121,,,,,,,,,,,,,,,,,
2003,Pink,212,100,98,210,,,,,,,,,,,,,,,,,
2003,Pink,142,28,27,141,,,,,,,,,,,,,,,,,
2003,Pink,147,30,30,143,,,,,,,,,,,,,,,,,
2003,Pink,148,30,30,147,,,,,,,,,,,,,,,,,
2003,Pink,156,34,33,153,,,,,,,,,,,,,,,,,
2003,Pink,148,32,32,148,,,,,,,,,,,,,,,,,
2003,Pink,142,26,25,141,,,,,,,,,,,,,,,,,
2003,Pink,145,32,32,142,,,,,,,,,,,,,,,,,
2003,Pink,131,20,20,127,,,,,,,,,,,,,,,,,
2003,Pink,138,26,25,135,,,,,,,,,,,,,,,,,
2003,Pink,157,36,36,155,,,,,,,,,,,,,,,,,
2003,Pink,185,60,59,182,,,,,,,,,,,,,,,,,
2003,Pink,191,66,66,190,,,,,,,,,,,,,,,,,
2003,Pink,144,28,29,143,,,,,,,,,,,,,,,,,
2003,Pink,140,24,23,138,,,,,,,,,,,,,,,,,
2003,Pink,152,30,29,152,,,,,,,,,,,,,,,,,
2003,Pink,155,40,39,153,,,,,,,,,,,,,,,,,
2003,Pink,139,24,24,135,,,,,,,,,,,,,,,,,
2003,Pink,156,40,40,155,,,,,,,,,,,,,,,,,
2003,Pink,150,36,35,152,,,,,,,,,,,,,,,,,
2003,Pink,142,30,29,142,,,,,,,,,,,,,,,,,
2003,Pink,140,26,25,141,,,,,,,,,,,,,,,,,
2003,Pink,117,16,15,114,,,,,,,,,,,,,,,,,
2003,Pink,141,28,28,141,,,,,,,,,,,,,,,,,
2003,Pink,134,20,20,132,,,,,,,,,,,,,,,,,
2003,Pink,150,30,31,145,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,35,150,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,13,116,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,12,109,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,127,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,22,135,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,17,127,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,145,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,29,148,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,22,134,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,23,130,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,22,130,,,,,,,,,,,,,,,,,
2003,Pink,129,18,18,124,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,127,,,,,,,,,,,,,,,,,
2003,Pink,155,40,39,153,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,136,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,23,135,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,14,117,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,29,144,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,58,176,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,12,108,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,16,122,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,16,119,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,20,128,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,20,128,,,,,,,,,,,,,,,,,
2003,Pink,148,32,32,148,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,33,147,,,,,,,,,,,,,,,,,
2003,Pink,147,30,30,143,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,46,164,,,,,,,,,,,,,,,,,
2003,Pink,156,34,33,153,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,21,131,,,,,,,,,,,,,,,,,
2003,Pink,142,26,25,141,,,,,,,,,,,,,,,,,
2003,Pink,145,32,32,142,,,,,,,,,,,,,,,,,
2003,Pink,131,20,20,127,,,,,,,,,,,,,,,,,
2003,Pink,138,26,25,135,,,,,,,,,,,,,,,,,
2003,Pink,157,36,36,155,,,,,,,,,,,,,,,,,
2003,Pink,185,60,59,182,,,,,,,,,,,,,,,,,
2003,Pink,150,30,31,145,,,,,,,,,,,,,,,,,
2003,Pink,144,28,29,143,,,,,,,,,,,,,,,,,
2003,Pink,142,28,27,141,,,,,,,,,,,,,,,,,
2003,Pink,152,30,29,152,,,,,,,,,,,,,,,,,
2003,Pink,161,42,41,158,,,,,,,,,,,,,,,,,
2003,Pink,148,30,30,147,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,136,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,147,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,18,120,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,30,142,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,26,139,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,33,150,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,74,190,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,133,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,17,121,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,26,137,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,38,155,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,149,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,35,148,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,145,,,,,,,,,,,,,,,,,
2003,Pink,160,36,35,155,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,122,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,18,122,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,146,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,145,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,21,131,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,137,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,31,147,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,33,147,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,28,141,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,20,128,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,16,122,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,123,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,148,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,20,128,,,,,,,,,,,,,,,,,
2003,Pink,140,26,25,141,,,,,,,,,,,,,,,,,
2003,Pink,117,16,15,114,,,,,,,,,,,,,,,,,
2003,Pink,141,28,28,141,,,,,,,,,,,,,,,,,
2003,Pink,134,20,20,132,,,,,,,,,,,,,,,,,
2003,Pink,138,26,25,138,,,,,,,,,,,,,,,,,
2003,Pink,141,28,28,138,,,,,,,,,,,,,,,,,
2003,Pink,191,66,66,190,,,,,,,,,,,,,,,,,
2003,Pink,172,52,51,167,,,,,,,,,,,,,,,,,
2003,Pink,212,100,98,210,,,,,,,,,,,,,,,,,
2003,Pink,129,20,20,128,,,,,,,,,,,,,,,,,
2003,Pink,139,24,23,130,,,,,,,,,,,,,,,,,
2003,Pink,143,28,27,142,,,,,,,,,,,,,,,,,
2003,Pink,158,38,37,157,,,,,,,,,,,,,,,,,
2003,Pink,128,18,18,126,,,,,,,,,,,,,,,,,
2003,Pink,156,34,35,151,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,29,144,,,,,,,,,,,,,,,,,
2003,Pink,155,38,38,152,,,,,,,,,,,,,,,,,
2003,Pink,123,18,17,121,,,,,,,,,,,,,,,,,
2003,Pink,129,18,18,124,,,,,,,,,,,,,,,,,
2003,Pink,143,26,26,140,,,,,,,,,,,,,,,,,
2003,Pink,123,16,15,117,,,,,,,,,,,,,,,,,
2003,Pink,161,42,41,158,,,,,,,,,,,,,,,,,
2003,Pink,140,24,23,138,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,22,135,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,16,119,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,14,117,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,23,135,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,24,136,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,35,150,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,127,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,20,128,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,22,130,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,23,130,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,22,134,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,29,148,,,,,,,,,,,,,,,,,
2003,Pink,145,30,29,142,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,17,127,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,58,176,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,19,127,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,12,109,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,13,116,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,46,164,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,21,131,,,,,,,,,,,,,,,,,
2003,Pink,161,38,37,157,,,,,,,,,,,,,,,,,
2003,Pink,150,30,30,147,,,,,,,,,,,,,,,,,
2003,Pink,147,32,32,141,,,,,,,,,,,,,,,,,
2003,Pink,156,38,38,152,,,,,,,,,,,,,,,,,
2003,Pink,135,22,21,128,,,,,,,,,,,,,,,,,
2003,Pink,131,22,21,127,,,,,,,,,,,,,,,,,
2003,Pink,134,24,23,131,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,32,145,,,,,,,,,,,,,,,,,
2003,Pink,150,36,35,152,,,,,,,,,,,,,,,,,
2003,Pink,142,30,29,142,,,,,,,,,,,,,,,,,
2003,Pink,156,40,40,155,,,,,,,,,,,,,,,,,
2003,Pink,139,24,24,135,,,,,,,,,,,,,,,,,
2003,Pink,nd,nd,12,108,,,,,,,,,,,,,,,,,
2003,Sockeye,590,2482,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,357,518,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,186,74,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,126,18,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,134,24,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,196,84,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,147,30,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,178,60,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,180,62,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,143,28,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,151,34,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,196,84,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,151,34,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,143,28,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,180,62,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,178,60,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,147,30,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,196,84,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,134,24,nd,nd,,,,,,,,,,,,,,,,,
